Page,Item,Title,Date
64,2,"""구명조끼 착용, 음주 수영금지"" 강원도, 물놀이 안전수칙 홍보",2024/08/09
64,3,"홍천군, 2024년 상반기 착한가격업소 인센티브 지원",2024/08/09
64,4,[가보니]반려견 얼굴에 미소 가득…댕댕이 여행 '천국',2024/08/09
64,5,[이슈현장] '태풍 오는데…' 673채 빈집 붕괴위험 가중,2024/08/09
64,6,[기고] 노인들에게 과잉 공권력 행사 유감,2024/08/09
64,7,홍천군의회 후반기 원구성 끝내 파행 … 野 “의장 보이콧”,2024/08/09
64,8,"[피플&스토리] ""빈농 아들, 대기업 임원까지… 고향 도움 잊지 않고 평생 나눔 실천""",2024/08/09
64,9,[옥영숙의 내돈내산 시인의 한끼](7)남해 ‘공주식당’ 멸치회무침과 ‘詩&Sea 카페’,2024/08/09
64,10,"홍천, 트랙터 운전자 숨져…영월, 공장 화재",2024/08/08
65,1,“6·25 참전 용사 선배들 덕분에 강한 국군이 됐습니다”,2024/08/08
65,2,원주 물지울사거리서 오토바이와 승용차 ‘쾅’…20대 숨져,2024/08/08
65,3,홍천서 트렉터 3m 아래 밭으로 추락…60대 운전자 사망,2024/08/08
65,4,홍천서 트랙터 농로 옆으로 전도…60대 운전자 숨져,2024/08/08
65,5,[포토뉴스] 강원특별자치도 물놀이 안전수칙 준수 캠페인,2024/08/08
65,6,"홍천서 트랙터 전도 사고, 60대 숨져",2024/08/08
65,7,홍천서 트랙터 쓰러져…60대 깔려 숨져,2024/08/08
65,8,"강원자치도, 홍천강 물놀이 안전수칙 준수 캠페인",2024/08/08
65,9,홍천중앙시장 ‘야시장’ 첫 도전 … 구도심 활성화 나선다,2024/08/08
65,10,"홍천군, 지자체 일자리 공시제 우수상 수상",2024/08/08
66,1,홍천군 전국 지자체 일자리대상 우수상 수상 영예,2024/08/08
66,2,홍천서 트랙터 전도 60대 운전자 사망,2024/08/08
66,3,"홍천군새마을부녀회, 사랑가득 출산용품 나눔 행사",2024/08/08
66,4,"홍천군, 2024 전국 지방자치단체 일자리대상 우수상 수상",2024/08/08
66,5,용문~홍천 광역철도 정부 신규사업 반영..사업 추진 '파란불',2024/08/08
66,6,강원특별자치도 <평일의 山타를 찾아라> 9월 개최,2024/08/08
66,7,"11기동사단 불사조대대, 홍천군 6·25전쟁 참전용사 위문품 전달",2024/08/08
66,8,홍천중앙시장 ‘왁자지껄 홍천야시장’ 오는 9일 개장,2024/08/08
66,9,"홍천군, 개별주택가격 열람 및 의견제출 기간 운영",2024/08/08
66,10,김영란법 완화 요구…농축수산물 30만 원 상향 검토,2024/08/08
67,1,"주민들이 사랑한 자작나무, 지역과 산촌 살리는 보물이 되다",2024/08/08
67,2,강원 시군 “월 15만원 부으면 5년 뒤 3000만원 지급”,2024/08/08
67,3,용문~홍천 광역철도 정부 신규사업 공식 반영,2024/08/08
67,4,“100대 명산 홍천 팔봉산 관광지 재개발 서둘러야”,2024/08/08
67,5,‘청탁금지법’ 완화 추진…추석 선물 30만 원 전망,2024/08/07
67,6,김영란법 완화 요구…농축수산물 30만 원 상향 검토,2024/08/07
67,7,[포토뉴스] 홍천 자매결연도시 성동구 어린이들 동키마을 방문,2024/08/07
67,8,홍천군 2024 주민소통 간담회서 다양한 현안들 쏟아져,2024/08/07
67,9,"홍천군, 자매결연도시 서울 강동구 어린이 초청 농촌문화체험",2024/08/07
67,10,“홍천 생활 만족도 어떤가요?” 행복지수 통계조사 실시,2024/08/07
68,1,"삼척시, '일자리 안심공제'로 근로자에 3000만원 지급",2024/08/07
68,2,"홍천군, 저소득층 가구 대상 LED조명 교체사업 추진",2024/08/07
68,3,"홍천군, 저소득층 가구 대상 LED조명 교체사업 추진",2024/08/07
68,4,"홍천군, 농특산물 홍보·판매관 ‘마르쉐’ 개장",2024/08/07
68,5,"홍천군, 홍천군민 ‘행복지수 통계조사’ 실시",2024/08/07
68,6,홍천강서 옷벗고 등까지 밀어주며 목욕한 男女 '경악',2024/08/07
68,7,[사설]‘홍천항체클러스터’ 전국 최고 바이오단지 돼야,2024/08/07
68,8,홍천지역 농어촌 도로 56% ‘흙탕길’,2024/08/07
68,9,"홍천군의회, 농특산물 홍보판매관 개장식 참석",2024/08/06
68,10,"홍천군, 농특산물 홍보·판매관 ‘마르쉐’ 개장",2024/08/06
69,1,"홍천 비발디파크, 지역 농가 상생 공간 ‘마르쉐’ 개장",2024/08/06
69,2,[포토뉴스]광복회 강원특별자치도지부 태극기 나눔 행사,2024/08/06
69,3,동해서 승용차 시내버스 충돌…도내 사건사고 잇따라,2024/08/06
69,4,"홍천군, 소노벨 비발디파크에서 홍보활동",2024/08/06
69,5,"민주당 김두관 후보 측 ""권리당원 74%가 투표 거부..'개딸 중심 정당' 확인""",2024/08/06
69,6,"홍천강서 머리감고, 등 밀어주며 목욕한 男女 '눈살'",2024/08/06
69,7,"""여기가 목욕탕이냐""…홍천강서 등 밀어주는 남녀 '눈살'",2024/08/06
69,8,홍천군 농특산물 홍보·판매관 '마르쉐' 소노벨 비발디파크서 개장,2024/08/06
69,9,"“계곡이 목욕탕이냐, 등까지 밀어주게”…아직도 이런 피서객 많다니",2024/08/06
69,10,"홍천군, 신혼부부 주거자금 대출 이자 지원",2024/08/06
70,1,계곡서 설거지하고 강에서 등 밀고…피서객 이기적 행동 눈총(영상),2024/08/06
70,2,강원 춘천·홍천 호우주의보…원주 등 11곳 폭염경보 유지,2024/08/06
70,3,"홍천군, 농특산물 홍보·판매관 <마르쉐> 개장",2024/08/06
70,4,"홍천군, 하절기 환경오염행위 특별감시단속 실시",2024/08/06
70,5,"홍천군, 신혼부부 주거자금 대출이자 지원",2024/08/06
70,6,"홍천군, 온열질환 취약 사업장 현장점검 시행",2024/08/06
70,7,"계곡서 설거지, 목욕하는 민폐 피서객들... ""왜 이러는 걸까요""",2024/08/06
70,8,"""강물에서 두 남녀 목욕""…가족들 놀러 갔다가 본 충격 장면",2024/08/06
70,9,"계곡물에 냄비 씻고, 강에서 목욕…휴가철 '민폐' 피서객 눈살",2024/08/06
70,10,"[타봤더니]똑똑하고 야무진데 값도 3,000만 원대...기아 EV3는 전기차 인기 다시 띄울까[CarTalk]",2024/08/06
71,1,홍천강서 목욕한 남녀…피서객들 눈살 찌푸린 '별별 행동',2024/08/06
71,2,"[잠시만요] ""불교 또 나 빼고 재밌는 거 하네? 힙해진 불교, 소개팅 주선도?""",2024/08/06
71,3,행정안전부 도와 시군의 부서별 정원 편중 배치 시정 요구,2024/08/06
71,4,홍천군 용문~홍천 광역철도 유치 총력,2024/08/06
71,5,[이슈현장] 홍천강 남산교 재가설 '위치 변경' 갈등,2024/08/06
71,6,홍천국가항체클러스터 기술력 우수기업 모여든다,2024/08/06
71,7,"홍천군, 국회서 용문~홍천 광역철도 유치홍보",2024/08/06
71,8,강원 원주·횡성 호우경보 해제…춘천·홍천은 유지,2024/08/05
71,9,"의정부시 송산2동, 자매결연지 두촌면과 직거래 행사 성료",2024/08/05
71,10,전기 끊기고 전철 지연…시간당 65㎜ 기습 폭우 쏟아진 강원,2024/08/05
72,1,강원 춘천 호우경보 발효…원주·횡성·홍천 호우경보 유지,2024/08/05
72,2,강원 인제·양구 호우주의보…원주·횡성 호우경보 유지,2024/08/05
72,3,강원 홍천에 호우경보…춘천에 호우주의보,2024/08/05
72,4,[부고]2024년 8월 5일,2024/08/05
72,5,[동정] 이형주 홍천군노인회장·이영복 홍천군여성단체협의회장,2024/08/05
72,6,강원 원주·횡성에 호우경보…홍천에 호우주의보 발효,2024/08/05
72,7,"최악 '찜통더위'에 피해 확산…정부, 폭염관리관 첫 전국파견",2024/08/05
72,8,"신영재 홍천군수, 홍천국가항체클러스터 입주기업과 간담회",2024/08/05
72,9,"홍천군, 상반기 민원 우수 공무원 14명 선정",2024/08/05
72,10,"[포토뉴스] 홍천나누미봉사단, 수타사 월인봉사단 장수사진 촬영",2024/08/05
73,1,"홍천군 북방면, ‘화계문화센터’ 신축 안전기원제",2024/08/05
73,2,"신영재 홍천군수, 홍천국가항체클러스터 입주기업 간담회",2024/08/05
73,3,홍천강 일원에서 패들보드 타며 맥주축제 즐겨,2024/08/05
73,4,"“홍천 철도, 국가균형발전 위해 필수” 대국회 홍보전",2024/08/05
73,5,강원관광재단 <레저하고 캠핑가자 in 홍천 >,2024/08/05
73,6,"[포토뉴스] 파울 두클로스 주한 페루대사, 홍천 알파카 월드 방문",2024/08/05
73,7,"[포토뉴스] 신영재 홍천군수, 찾아가는 주민소통 간담회",2024/08/05
73,8,"신영재 홍천군수, 10개 읍면 방문하여 소통 행정 실현",2024/08/05
73,9,홍천군 국회서 용문~홍천 광역철도 유치 홍보,2024/08/05
73,10,"홍천군, 홍천읍 연봉리와 송학정 연결 ‘송학정교’ 개통식",2024/08/05
74,1,"홍천군, 2024년 상반기 민원 우수공무원 14명 선정",2024/08/05
74,2,"신영재 홍천군수, 페루 알파카의 날 기념행사 참석",2024/08/05
74,3,"홍천군, 국회에서 용문~홍천 광역철도 홍천군민 염원 홍보!",2024/08/05
74,4,40도 ‘살인 폭염’,2024/08/05
74,5,‘어거스트 홍천’ 한국 최대 맥주 축제화 첫발,2024/08/05
74,6,[포토] 더위가 강물에 그린 그림,2024/08/05
74,7,피서 인파 몰린 고성·영월·홍천서 수난사고 잇따라 발생,2024/08/04
74,8,"영웅시대 홍천방, 청소년 장학금· 노인 생수 기부 ‘훈훈’",2024/08/04
74,9,“100세 시대 경로당은 다르다” 홍천군 디지털 기술 접목,2024/08/04
74,10,<제8회 홍천강 별빛음악 맥주축제>연일 대박행진!,2024/08/04
75,1,"홍천군, 2024년 상반기 민원 우수공무원 14명 선정",2024/08/05
75,2,"신영재 홍천군수, 페루 알파카의 날 기념행사 참석",2024/08/05
75,3,"홍천군, 국회에서 용문~홍천 광역철도 홍천군민 염원 홍보!",2024/08/05
75,4,40도 ‘살인 폭염’,2024/08/05
75,5,‘어거스트 홍천’ 한국 최대 맥주 축제화 첫발,2024/08/05
75,6,[포토] 더위가 강물에 그린 그림,2024/08/05
75,7,피서 인파 몰린 고성·영월·홍천서 수난사고 잇따라 발생,2024/08/04
75,8,"영웅시대 홍천방, 청소년 장학금· 노인 생수 기부 ‘훈훈’",2024/08/04
75,9,“100세 시대 경로당은 다르다” 홍천군 디지털 기술 접목,2024/08/04
75,10,<제8회 홍천강 별빛음악 맥주축제>연일 대박행진!,2024/08/04
76,1,"홍천군, 2024년 상반기 민원 우수공무원 14명 선정",2024/08/05
76,2,"신영재 홍천군수, 페루 알파카의 날 기념행사 참석",2024/08/05
76,3,"홍천군, 국회에서 용문~홍천 광역철도 홍천군민 염원 홍보!",2024/08/05
76,4,40도 ‘살인 폭염’,2024/08/05
76,5,‘어거스트 홍천’ 한국 최대 맥주 축제화 첫발,2024/08/05
76,6,[포토] 더위가 강물에 그린 그림,2024/08/05
76,7,피서 인파 몰린 고성·영월·홍천서 수난사고 잇따라 발생,2024/08/04
76,8,"영웅시대 홍천방, 청소년 장학금· 노인 생수 기부 ‘훈훈’",2024/08/04
76,9,“100세 시대 경로당은 다르다” 홍천군 디지털 기술 접목,2024/08/04
76,10,<제8회 홍천강 별빛음악 맥주축제>연일 대박행진!,2024/08/04
77,1,"홍천군, 2024년 상반기 민원 우수공무원 14명 선정",2024/08/05
77,2,"신영재 홍천군수, 페루 알파카의 날 기념행사 참석",2024/08/05
77,3,"홍천군, 국회에서 용문~홍천 광역철도 홍천군민 염원 홍보!",2024/08/05
77,4,40도 ‘살인 폭염’,2024/08/05
77,5,‘어거스트 홍천’ 한국 최대 맥주 축제화 첫발,2024/08/05
77,6,[포토] 더위가 강물에 그린 그림,2024/08/05
77,7,피서 인파 몰린 고성·영월·홍천서 수난사고 잇따라 발생,2024/08/04
77,8,"영웅시대 홍천방, 청소년 장학금· 노인 생수 기부 ‘훈훈’",2024/08/04
77,9,“100세 시대 경로당은 다르다” 홍천군 디지털 기술 접목,2024/08/04
77,10,<제8회 홍천강 별빛음악 맥주축제>연일 대박행진!,2024/08/04
78,1,60대 남성 물에 빠져 심정지 상태로 병원 이송...도내 사건사고 속출,2024/08/04
78,2,‘눈에 보이는 소리’ 홍천 인터랙티브 미디어 아트전 눈길,2024/08/04
78,3,광주-밀양서 밭일하다 연이어 사망…체온 42도까지 올라 열사병 추정,2024/08/04
78,4,"[포토뉴스] 강원사랑회, 홍천군에 선풍기 전달",2024/08/04
78,5,"[포토뉴스]강원농협, 경제사업장 일손나눔",2024/08/04
78,6,[포토뉴스] 홍천읍 행정복지센터~홍천등기소 보행로 개통,2024/08/04
78,7,[포토뉴스] 홍천 두촌면 역내리-의정부시 송산2동 교류,2024/08/04
78,8,강원 홍천강서 실종된 4세 아동 발견…인근 병원서 치료 중,2024/08/03
78,9,홍천강서 패들보트 뒤집혀 실종된 4세 남아 20여분만에 구조,2024/08/03
78,10,“아기들 없어졌다” 홍천강 신고…구조된 4살 아이 중태,2024/08/03
79,1,홍천강서 4세 아동 실종 25분만에 구조…회복 치료 중,2024/08/03
79,2,"강원농협, 경제사업장 일손나눔 ‘구슬땀’",2024/08/02
79,3,강원 기업 생산품 몽골 수출길 올라...2일 옥계항서 선적,2024/08/02
79,4,강원 홍천강 별빛음악 맥주축제 '대박'...이틀새 2만명 방문,2024/08/02
79,5,"홍천남성의용소방대, 별빛음악 맥주축제 ‘빛나는 안전지킴이’",2024/08/02
79,6,"홍천군 두촌면 역내리, 의정부시 송산 2동과 1사1촌 교류활동",2024/08/02
79,7,"홍천군,「스마트경로당 구축 사업」착수보고회",2024/08/02
79,8,뜨겁고 시원한 ‘홍천 맥주축제’ … 이틀새 4만여명 북적,2024/08/02
79,9,강원자치도 대표축제 <제8회 홍천강 별빛음악 맥주축제> 전야제 대호황,2024/08/02
79,10,강원농협 홍천서 '산지농협 일손나눔',2024/08/02
80,1,홍천미술관 인터랙티브 미디어 아트전 인기...관람객 1만명 돌파,2024/08/02
80,2,"홍천군 서석면 지역사회보장협의체, 건강한 여름나기 이불 세트 지원",2024/08/02
80,3,"홍천읍-홍천등기소 보행로 개통, 주민들 일상 이동 개선",2024/08/02
80,4,"김명선 강원자치도 행정부지사, 축제장·무더위 쉼터 점검",2024/08/02
80,5,"홍천미술관, 인터랙티브 미디어 아트전 ‘큰 호응’",2024/08/02
80,6,"강원자치도, 휴가철 축제장·무더위 쉼터 안전점검",2024/08/02
80,7,"무더운 여름, 홍천서 ‘갓맥’ 즐겨볼까",2024/08/02
80,8,72년만에 주인에게 돌아간 무공훈장,2024/08/01
80,9,"홍천군의회, ‘제41회 홍천군민의 날 경축행사’ 참석",2024/08/01
80,10,홍천 가리산교차로서 차량 4대 간 사고…8명 경상,2024/08/01
81,1,홍천 가리산교차로 차량 4대 간 사고 발생…3명 병원행,2024/08/01
81,2,[포토뉴스] “홍천 대홍복숭아 맛보세요” 휴게소 판매 시작,2024/08/01
81,3,"홍천군, 소상공인 시설개선·경영지원사업 추진",2024/08/01
81,4,"홍천군, 노인 맞춤 돌봄서비스 2권역 수행기관 상반기 평가 회의 개최",2024/08/01
81,5,"홍천군, 故이석재 상병에게 6.25전쟁 무공훈장 전달",2024/08/01
81,6,"홍천군, 제41회 홍천군민의 날 경축행사 성료",2024/08/01
81,7,'홍천강 별빛음악 맥주 축제' 개막...오는 4일까지,2024/08/01
81,8,"스테이그라운드, 신세계 인터내셔날 돌체앤가바나와 콜라보 이벤트 진행",2024/08/01
81,9,"""12브릭스 고품질 홍천 복숭아, 고속도로서 구입하세요""",2024/08/01
81,10,"홍천군, 여름대표 제철과일 ‘대홍복숭아’ 본격 출하!",2024/08/01
82,1,"홍천남면도서관, 하반기 문화강좌 수강생 모집",2024/08/01
82,2,"홍천군, 소상공인 시설개선 및 경영지원사업(3차) 추진",2024/08/01
82,3,"세이지우드 CC 홍천, 섬머 시즌 골프 패키지 ‘REFRESH SUMMER’출시",2024/08/01
82,4,"이동학 ""한동훈 제3자 특검 반대? 법무장관이 尹 대변인인가?""[한판승부]",2024/08/01
82,5,[강원도민일보가 만난 사람] 25. 이수희 서울 강동구청장,2024/08/01
82,6,홍천군 축산 악취 문제 ‘유용 미생물’로 잡는다,2024/08/01
82,7,근대5종 기대주들 '맹활약',2024/08/01
82,8,"홍천군, 고향사랑기부제 기금사업 아이디어 공모",2024/07/31
82,9,홍천군 <제8회 홍천강 별빛음악 맥주 축제> 전야제,2024/07/31
82,10,"제주사대부고 근대5종팀, 전국대회서 금메달 2개 따내",2024/07/31
83,1,[포토뉴스] 크린산업 홍천 무궁화 장학금 기탁,2024/07/31
83,2,홍천 한우 명품성 재확인 … 한우고급육 품평회 석권,2024/07/31
83,3,"㈜크린산업, 홍천군 무궁화장학금 300만 원 기탁",2024/07/31
83,4,명품 홍천한우 강원축산경진대회 석권...전국 최고 명성 입증,2024/07/31
83,5,"제49회 강원 고급육 품평회, ‘이호민(양양) 농가 최우수상’ 수상",2024/07/31
83,6,[포토뉴스] 홍천 고유 품종 ‘대홍 복숭아’ 품평회,2024/07/31
83,7,"홍천군, 영귀미면에 조성 어린이 공원 명칭 공모",2024/07/31
83,8,"홍천군, 제8회 홍천강별빛음악맥주축제 합동안전점검",2024/07/31
83,9,"홍천군 명품 한우, 제49회 강원축산경진대회 석권!",2024/07/31
83,10,"6월 강원 관광, 캠핑·차박 등 캠핑관광 콘텐츠 부상",2024/07/31
84,1,홍천군민의 날 행사 내달 1일 토리숲서 개최...맥주축제 연계,2024/07/31
84,2,[지역교육 혁신 지역통합 발전] 교육의 힘으로 지역 키우는 교육발전특구 ‘시험대’,2024/07/31
84,3,'청소년 국대' 이호연 거침없는 질주.. 전국 근대 3종 2관왕,2024/07/31
84,4,"홍천군, 대홍복숭아 ‘가락동 도매시장 품평회’ 개최",2024/07/31
84,5,"홍천생명건강과학관, 사이언스 매직쇼 공연",2024/07/31
84,6,"홍천군, 제41회 홍천군민의 날 기념행사 개최",2024/07/31
84,7,"홍천군청소년수련관, 홍천군 청소년유해환경감시단 민·관 합동점검",2024/07/31
84,8,구명조끼 없이 '풍덩' 음주 후 '첨벙' 안전불감 위험수위,2024/07/31
84,9,홍천 농촌 새 활로 '치유농업' 개발 박차,2024/07/31
84,10,홍천에서 왜 ‘맥주 축제’ 열릴까?,2024/07/31
85,1,강원 국회의원들 특별교부세 잇따라 확보,2024/07/30
85,2,물놀이장 갔다 숨진 초등생…시설 관리자?태권도장 관장 등 ‘보호?관리 소홀’,2024/07/30
85,3,강원 양구군 말라리아 경보 발령…철원에 이어 두 번째,2024/07/30
85,4,태권도장서 물놀이장 갔다 숨진 초등생… 시설관리자·관장 등 6명 기소,2024/07/30
85,5,2차 교육발전특구에 강원 7개 시·군 선정 … 전국 1유형 중 최다,2024/07/30
85,6,모든 광역시·도 '교육발전특구' 보유…전남 10곳 등 시범지역 25곳 추가 선정(종합),2024/07/30
85,7,“지역 주도 맞춤형 교육개혁”…시범지역 25곳 추가 선정,2024/07/30
85,8,"홍사랑회, 무궁화장학금 100만 원·고향사랑기부금 5백만 원 기탁",2024/07/30
85,9,[포토뉴스] 홍사랑회 무궁화장학금 100만원 기탁,2024/07/30
85,10,"홍천군, 자매결연 서울 성수2가 제1동 ‘서석면’ 방문",2024/07/30
86,1,"홍천군, 신규농업인 영농기초 기술교육 2기 성료",2024/07/30
86,2,"홍천군 “자체생산 미생물, 악취 저감 효과 입증”",2024/07/30
86,3,강릉·동해·태백·삼척·영월·평창·정선 ‘교육발전특구’ 2차 공모 선정,2024/07/30
86,4,"경북 칠곡서 발굴, 6·25전사자 '고(故) 임진원 순경' 74년 만에 가족 품에",2024/07/30
86,5,"홍천군, 고향사랑기부제 기금사업 아이디어 접수",2024/07/30
86,6,[포토뉴스] 홍천군장애인체육회 이사회 개최,2024/07/30
86,7,"‘치유농업 1번지’ 노리는 홍천, 프로그램 개발 나서",2024/07/30
86,8,"신영재 홍천군수, 홍천군장애인체육회 제21차 이사회 참석",2024/07/30
86,9,"홍천군, 영귀미면 어린이공원 (가칭) 명칭 공모",2024/07/30
86,10,"홍천군, 고향사랑기부제 기금사업 아이디어 공모 접수!",2024/07/30
87,1,"(재)홍천문화재단, 기획전시 <여름 숲속의 기억>",2024/07/30
87,2,[오늘의 경기] 2024년 7월 30일,2024/07/30
87,3,홍천서 포터-탑차 충돌 4명 부상 등 사건·사고 잇따라,2024/07/30
87,4,홍천 일자리사업 기관장 '부당노동행위' 공방,2024/07/30
87,5,‘이웃 지자체’ 홍천·인제 협력사업 논의 시작 … 내용 무엇?,2024/07/30
87,6,경기일정(30일),2024/07/30
87,7,홍천·평창서 교통사고 잇달아,2024/07/29
87,8,영동고속도로 2중·4중 추돌사고 등 강원도내 사건·사고 이어져,2024/07/29
87,9,홍천 국도서 교통사고 속출…7명 부상,2024/07/29
87,10,홍천서 1t 포터·냉동탑차 충돌… 4명 부상 병원 이송,2024/07/29
88,1,오늘의 부고 종합,2024/07/29
88,2,"홍천군의회, 홍천강 별빛음악 맥주축제 사전 점검",2024/07/29
88,3,홍천군 “농산물 직거래 활성화” 택배비 최대 50만원 지원,2024/07/29
88,4,"홍천군, 광역철도 예비타당성 통과 홍보전 총력",2024/07/29
88,5,[포토뉴스] 홍천군 쏘가리 종자 방류 행사,2024/07/29
88,6,"홍천군, 농산물 택배비 최대 50만원 지원...8월16일까지 접수",2024/07/29
88,7,홍천 구성포리서 승용차 전봇대 들이받아 3명 부상,2024/07/29
88,8,"홍천군, 어족자원 보존 ‘쏘가리 종자’ 방류",2024/07/29
88,9,"홍천군, 8월 16일까지 농가 택배비 지원(최대 50만원) 신청",2024/07/29
88,10,[포토뉴스] 홍천 물놀이 관리지역 유관기관 합동 점검,2024/07/29
89,1,<오늘의 부고>,2024/07/29
89,2,"홍천군, 보훈명예수당 대상자 확대 38명 추가 지급",2024/07/29
89,3,"홍천소방서, 실종자 구조 성공 ‘훈훈한 감사의 글’ 게시",2024/07/29
89,4,홍천군민 100년 염원 용문~홍천 광역철도 홍보 본격 추진,2024/07/29
89,5,"신영재 홍천군수, 물놀이 관리지역 현장점검",2024/07/29
89,6,신영재 홍천군수 “황금보리축제 많이 오세요!”,2024/07/29
89,7,"홍천군, 보훈명예수당 대상자 확대",2024/07/29
89,8,"홍천군, 용문~홍천 광역철도 ‘세종시 등 관외지역 홍보’ 본격 추진",2024/07/29
89,9,[부고] 안경덕(전 고용노동부 장관)씨 모친상,2024/07/29
89,10,"""3+3 강원형 산업 생태계 완성 '바이오 수도' 도약 기대""",2024/07/29
90,1,수하교 개축 시급 “폭우시 고립 우려에 E등급 교량 폐쇄도 못해”,2024/07/29
90,2,"[사설]道 기회발전특구 도전, 성장 동력 극대화 계기로",2024/07/29
90,3,경기일정(29일),2024/07/29
90,4,‘7말8초’ 피서 인파 붐빈 강원서 사고 속출,2024/07/28
90,5,인제 내린천서 래프팅 보트 전복돼 60대 남성 심정지 병원 이송,2024/07/28
90,6,춘천·원주·화천·인제 폭염주의보 발효,2024/07/28
90,7,다문화-비다문화 아이 함께 ‘희망날개 패들보들교실’ 눈길,2024/07/28
90,8,[포토뉴스] 홍천-인제 농어촌버스 상생발전 논의,2024/07/28
90,9,홍천군민 대상에 전석준·박상록·이경숙·홍성초·길정자·지형근 등 6명 선정,2024/07/28
90,10,다양한 맥주가 한 자리에…홍천강 별빛음악 맥주축제 31일 개막,2024/07/28
91,1,"인천 부평구, '홍천군 어린이 문화체험단' 초청 행사",2024/07/28
91,2,‘홍천강 별빛 음악 맥주 축제’ 31일 개막···맥주 빨리 마시기 등 다양한 행사 진행,2024/07/28
91,3,홍천 물놀이장 매일 300여명 찾아 ‘인기’,2024/07/28
91,4,홍천 덕고산서 70대 낙상…탈진한 동료는 밤샘 끝 구조,2024/07/28
91,5,"홍천 좋은친구들장학회, 학생가구 집수리 후원금 기탁",2024/07/28
91,6,[포토뉴스] 홍천 도시재생대학 교육과정 종료,2024/07/28
91,7,홍천군 여름 대표축제 '홍천강 별빛음악 맥주 축제' 31일 개막,2024/07/28
91,8,"이재명, 경남 경선서 87.22% 득표…김두관 11.67%",2024/07/27
91,9,이상민 행안부 장관 “피서철 물놀이 안전관리 만전”,2024/07/27
91,10,"홍천군의회, 제34회 나라꽃 무궁화 홍천축제 참석",2024/07/27
92,1,제34회 나라꽃 무궁화 홍천축제 열려,2024/07/27
92,2,홍천 국도 44호선서 카니발 승합차 화재…차체 전소,2024/07/27
92,3,"이재명은 거리두는데...최고위 후보들은 너도나도 ""尹 탄핵""",2024/07/26
92,4,"홍천군, 2024 도시재생대학 입문과정 종강",2024/07/26
92,5,"홍천군, 장마철 가축분뇨 불법배출 점검 실시",2024/07/26
92,6,"국군방송, KFN스페셜 ’방위산업 다큐멘터리 3부작‘ 방영",2024/07/26
92,7,"홍천소방서, 취약계층 대상 소방안전교육 활발히 진행",2024/07/26
92,8,"홍천군자원봉사센터, 열관리협회 홍천지회와 저소득층 노후보일러교체 봉사활동",2024/07/26
92,9,‘집단 쓰레기’에 고개 숙였지만 김두관 “강성 당원들 이재명 너무 추앙해”,2024/07/26
92,10,홍천군 여름 대표 축제 <제8회 홍천강 별빛음악 맥주 축제>,2024/07/26
93,1,"홍천군, 홍천물놀이장 누적 방문객 6,500여 명 돌파!",2024/07/26
93,2,"홍천군, 2024년 홍천군민 대상 수상자 선정",2024/07/26
93,3,농촌 일손 부족 “10년에 12배 악화…대책 서둘러야”,2024/07/26
93,4,"강원도 ""기회발전특구로 미래산업글로벌도시 구현""",2024/07/26
93,5,"농촌 일손 부족, “10년에 12배 악화…대책 서둘러야”",2024/07/26
93,6,"[오늘 아침 신문] '유령식당'에 착한가격업소 혜택이‥""정부는 몰랐다""",2024/07/26
93,7,"K바이오, 강원 넘어 초광역으로",2024/07/26
93,8,이상민 행안부장관 내일 홍천 방문,2024/07/26
93,9,홍천 외국인 '성실근로자' 장기 근무 검토,2024/07/26
93,10,지자체·바이오 전문가 총출동 '원팀 공조' 머리 맞댔다,2024/07/26
94,1,외국인 계절근로자 10배 늘어도 이탈률 0%대인 비결,2024/07/26
94,2,'K-바이오클러스터 구축 중심' 강원특별자치도,2024/07/25
94,3,"농촌 일손 부족, “10년에 12배 악화…대책 서둘러야”",2024/07/25
94,4,"농촌 일손 부족, “10년에 12배 악화…대책 서둘러야”",2024/07/25
94,5,홍천 군민대상 지형근 삼성물산 부사장 등 6명 선정,2024/07/25
94,6,"농촌 일손 부족, “10년에 12배 악화…대책 서둘러야”",2024/07/25
94,7,"홍천 중학생 30명, 뉴질랜드·호주 국제문화캠프 참여",2024/07/25
94,8,"道, 3조 기업투자 유치 목표…기회발전특구 도전장",2024/07/25
94,9,"홍천군, 독서·소통·문화공간 ‘별빛나루도서관’ 개관",2024/07/25
94,10,강원도 기회발전특구 기본계획 심의…5대 첨단산업·9개 시군 특구 조성,2024/07/25
95,1,"강원특별자치도, 기회발전특구 신청 준비 완료!",2024/07/25
95,2,"[단독] 이재명은 '유예하자'는데..민주 ""금투세 예정대로 시행"" 공식화",2024/07/25
95,3,[포토뉴스] 홍천 어린이 인천부평구 도시문화체험,2024/07/25
95,4,필리핀서 날아온 계절 근로자가 홍천 농업현장 지킨다,2024/07/25
95,5,"'볼링 女帝 꺾었다' 한윤아, 7년 만에 감격의 첫 KPBA 우승",2024/07/25
95,6,"홍천군 남면지역사회보장협의체, ‘건강한 여름나기’ 사업",2024/07/25
95,7,"홍천군, 26일 ‘제1회 홍천 황금보리축제’ 개막!",2024/07/25
95,8,"홍천군 어린이 문화체험단, 인천 부평구 도시문화 체험",2024/07/25
95,9,양기철 하나감정평가법인 대표 '바이바이 플라스틱 챌린지' 참여,2024/07/25
95,10,"김진태 지사 “초광역권 삼각벨트 구축, 대한민국 바이오산업 이끌 것”",2024/07/25
